Complexity,Loss,Equation
1,220976.34,"1349.1276"
3,201767.05,"x1 + 751.67993"
4,119653.92,"sqrt(x2) * 39.832283"
5,98548.33,"cube(log(x2) + 4.2094517)"
6,71789.88,"(x0 + sqrt(x2)) * 33.554127"
8,67957.71,"((x0 + sqrt(x2)) * 29.181593) - -193.10956"
9,58081.78,"cube(log(x2 * (x0 * log(square(x1)))))"
10,53204.402,"cube(square(log(log(x0 * x1))) + log(x2))"
